"","funds_optimal","comp"
"693",1,"T=5"
"694",1.55864569731769,"T=5"
"695",1.66089979204864,"T=5"
"696",1,"T=5"
"697",1.45726036917219,"T=5"
"698",1.25974356957287,"T=5"
"699",1,"T=5"
"700",1,"T=5"
"701",1,"T=5"
"702",1.40528604791723,"T=5"
"703",1,"T=5"
"704",1,"T=5"
"705",1.70611053216476,"T=5"
"706",1.40920361134735,"T=5"
"707",1,"T=5"
"708",1.12384975688319,"T=5"
"709",1,"T=5"
"710",1.41818946577033,"T=5"
"711",1.0974819415959,"T=5"
"712",1,"T=5"
"713",1,"T=5"
"714",1.15926159945475,"T=5"
"715",1,"T=5"
"716",1,"T=5"
"717",1,"T=5"
"718",1.35572177273499,"T=5"
"719",1.33732352157695,"T=5"
"720",1.01424888043282,"T=5"
"721",1.05093152487334,"T=5"
"722",1,"T=5"
"723",1.36996819304627,"T=5"
"724",1.4733751662258,"T=5"
"725",1.0692665856762,"T=5"
"726",1,"T=5"
"727",1,"T=5"
"728",1,"T=5"
"729",1,"T=5"
"730",1,"T=5"
"731",1,"T=5"
"732",1,"T=5"
"733",1,"T=5"
"734",1.10962525338555,"T=5"
"735",1.5809308716764,"T=5"
"736",1,"T=5"
"737",1.59046425141539,"T=5"
"738",1.42951622242966,"T=5"
"739",1,"T=5"
"740",1.44793428632747,"T=5"
"741",1.14417526824843,"T=5"
"742",1,"T=5"
"743",1.0282568184817,"T=5"
"744",1.5695034989808,"T=5"
"745",1.65446499372928,"T=5"
"746",1,"T=5"
"747",1.37563853635654,"T=5"
"748",1.53185055075315,"T=5"
"749",1,"T=5"
"750",1.36840423994954,"T=5"
"751",1,"T=5"
"752",1,"T=5"
"753",1,"T=5"
"754",1,"T=5"
"755",1.57518854610694,"T=5"
"756",1,"T=5"
"757",1,"T=5"
"758",1,"T=5"
"759",1.57720697461743,"T=5"
"760",1,"T=5"
"761",1.664352761579,"T=5"
"762",1,"T=5"
"763",1,"T=5"
"764",1.00288701601914,"T=5"
"765",1.67962469225726,"T=5"
"766",1.09999300106554,"T=5"
"767",1,"T=5"
"768",1.02848582359977,"T=5"
"769",1.68411754082069,"T=5"
"770",1.35072752134818,"T=5"
"771",1,"T=5"
"772",1.5866974262407,"T=5"
"773",1,"T=5"
"774",1,"T=5"
"775",1.43876743914913,"T=5"
"776",1,"T=5"
"777",1,"T=5"
"778",1.45765951199772,"T=5"
"779",1.04614940490578,"T=5"
"780",1,"T=5"
"781",1,"T=5"
"782",1.66824901719249,"T=5"
"783",1,"T=5"
"784",1.05963626101971,"T=5"
"785",1.56294994889685,"T=5"
"786",1.43849132910905,"T=5"
"787",1.36944718231718,"T=5"
"788",1.25256870513418,"T=5"
"789",1,"T=5"
"790",1.7194235747057,"T=5"
"791",1,"T=5"
"792",1.35261384817837,"T=5"
"793",1.53937122681394,"T=5"
"794",1,"T=5"
"795",1,"T=5"
"796",1.02534672413253,"T=5"
"797",1.50769615619524,"T=5"
"798",1,"T=5"
"799",1.12010793147727,"T=5"
"800",1,"T=5"
"801",1,"T=5"
"802",1.18509325363705,"T=5"
"803",1.27712744194596,"T=5"
"804",1.40641018036589,"T=5"
"805",1.14800557684462,"T=5"
"806",1.16805714397749,"T=5"
"807",1,"T=5"
"808",1,"T=5"
"809",1.55344850469863,"T=5"
"810",1,"T=5"
"811",1,"T=5"
"812",1.51018514128822,"T=5"
"813",1.5981806149035,"T=5"
"814",1.28440711788495,"T=5"
"815",1.1508856328907,"T=5"
"816",1,"T=5"
"817",1.36226654266539,"T=5"
"818",1.4815457889308,"T=5"
"819",1.45275592818333,"T=5"
"820",1,"T=5"
"821",1.37804354331155,"T=5"
"822",1.31533467139746,"T=5"
"823",1.67008473099966,"T=5"
"824",1.05527647097438,"T=5"
"825",1,"T=5"
"826",1.30066323101823,"T=5"
"827",1,"T=5"
"828",1.14614874320804,"T=5"
"829",1.36602924611025,"T=5"
"830",1,"T=5"
"831",1.35732412862558,"T=5"
"832",1.4344312275987,"T=5"
"833",1,"T=5"
"834",1,"T=5"
"835",1.16538016836006,"T=5"
"836",1,"T=5"
"837",1,"T=5"
"838",1.20200590901209,"T=5"
"839",1.13740386395202,"T=5"
"840",1,"T=5"
"841",1.52703806673808,"T=5"
"842",1.19069297825952,"T=5"
"843",1.61228280224843,"T=5"
"844",1.29927382039712,"T=5"
"845",1.36094056059053,"T=5"
"846",1.28945152682497,"T=5"
"847",1,"T=5"
"848",1,"T=5"
"849",1.40538014901106,"T=5"
"850",1.72046379670481,"T=5"
"851",1.62431252251323,"T=5"
"852",1.45399426807575,"T=5"
"853",1,"T=5"
"854",1.34771793817565,"T=5"
"855",1,"T=5"
"856",1.46548649716806,"T=5"
"857",1,"T=5"
"858",1.18109605514743,"T=5"
"859",1,"T=5"
"860",1.38833560134068,"T=5"
"861",1,"T=5"
"862",1,"T=5"
"863",1,"T=5"
"864",1.56564972116661,"T=5"
"865",1.13525885194068,"T=5"
"866",1.73611200410692,"T=5"
"867",1.69759368612259,"T=5"
"868",1,"T=5"
"869",1,"T=5"
"870",1.68803178442761,"T=5"
"871",1,"T=5"
"872",1.62070694109747,"T=5"
"873",1,"T=5"
"874",1.70850165928179,"T=5"
"875",1,"T=5"
"876",1,"T=5"
"877",1,"T=5"
"878",1.28970845435381,"T=5"
"879",1,"T=5"
