"","funds_optimal","comp"
"304",1.73773538832281,"T=1"
"305",1,"T=1"
"306",1,"T=1"
"307",1,"T=1"
"308",1.7656523243203,"T=1"
"309",1,"T=1"
"310",1,"T=1"
"311",1.73529021060022,"T=1"
"312",1,"T=1"
"313",1,"T=1"
"314",1.73997425435574,"T=1"
"315",1.73579543314121,"T=1"
"316",1.78119458596191,"T=1"
"317",1,"T=1"
"318",1.79765224999093,"T=1"
"319",1.73569552391831,"T=1"
"320",1.77650375862067,"T=1"
"321",1,"T=1"
"322",1.74012802379941,"T=1"
"323",1.75309922875146,"T=1"
"324",1.77807969776712,"T=1"
"325",1,"T=1"
"326",1,"T=1"
"327",1.7379521799763,"T=1"
"328",1,"T=1"
"329",1.76864779683307,"T=1"
"330",1.76575773372286,"T=1"
"331",1,"T=1"
"332",1.76035418798164,"T=1"
"333",1.75800774060918,"T=1"
"334",1,"T=1"
"335",1.74657156372667,"T=1"
"336",1.74238475343134,"T=1"
"337",1.74116592584582,"T=1"
"338",1,"T=1"
"339",1.76737813077876,"T=1"
"340",1,"T=1"
"341",1.73766061559542,"T=1"
"342",1,"T=1"
"343",1,"T=1"
"344",1.73769823489043,"T=1"
"345",1.76165999364753,"T=1"
"346",1,"T=1"
"347",1,"T=1"
"348",1,"T=1"
"349",1,"T=1"
"350",1,"T=1"
"351",1.77307268171065,"T=1"
"352",1,"T=1"
"353",1.74273163011561,"T=1"
"354",1.74230337135054,"T=1"
"355",1,"T=1"
"356",1,"T=1"
"357",1.739287156402,"T=1"
"358",1.76127074331976,"T=1"
"359",1.75163529217153,"T=1"
"360",1.74351355341066,"T=1"
"361",1,"T=1"
"362",1,"T=1"
"363",1.74191093947368,"T=1"
"364",1,"T=1"
"365",1.73258937972851,"T=1"
"366",1,"T=1"
"367",1,"T=1"
"368",1,"T=1"
"369",1,"T=1"
"370",1.73555874414394,"T=1"
"371",1.7368639499841,"T=1"
"372",1.732440885889,"T=1"
"373",1.74419165562128,"T=1"
"374",1.75313775092987,"T=1"
"375",1.74062854448503,"T=1"
"376",1.74601513557633,"T=1"
"377",1.73973926732192,"T=1"
"378",1,"T=1"
"379",1,"T=1"
"380",1.76279627511415,"T=1"
"381",1.74952631844802,"T=1"
"382",1.75234925992054,"T=1"
"383",1,"T=1"
"384",1,"T=1"
"385",1,"T=1"
"386",1.74144836592488,"T=1"
"387",1.74744373193357,"T=1"
"388",1,"T=1"
"389",1.74436972590467,"T=1"
"390",1.78310936883471,"T=1"
"391",1.76500247276085,"T=1"
"392",1,"T=1"
"393",1.74461071913325,"T=1"
"394",1.7345823368972,"T=1"
"395",1.75530417006461,"T=1"
"396",1,"T=1"
"397",1,"T=1"
"398",1.73855929262128,"T=1"
"399",1.74890747594763,"T=1"
"400",1.73555805814903,"T=1"
"401",1,"T=1"
"402",1.77132825192211,"T=1"
"403",1.76585458412466,"T=1"
"404",1.74612475703653,"T=1"
"405",1.78123088811915,"T=1"
"406",1.74514718300372,"T=1"
"407",1,"T=1"
"408",1.78882035626507,"T=1"
"409",1.73350865878967,"T=1"
"410",1.74264081874083,"T=1"
"411",1,"T=1"
"412",1.73378074486039,"T=1"
"413",1.73763061263536,"T=1"
"414",1.7351828356203,"T=1"
"415",1,"T=1"
"416",1.73458562094151,"T=1"
"417",1.74278486573849,"T=1"
"418",1.76596842135986,"T=1"
"419",1,"T=1"
"420",1,"T=1"
"421",1.74349313101464,"T=1"
"422",1,"T=1"
"423",1,"T=1"
"424",1,"T=1"
"425",1,"T=1"
"426",1,"T=1"
"427",1,"T=1"
"428",1.74887558225841,"T=1"
"429",1,"T=1"
"430",1.75928749512783,"T=1"
"431",1,"T=1"
"432",1.74401609477708,"T=1"
"433",1,"T=1"
"434",1.76900513084928,"T=1"
"435",1,"T=1"
"436",1.7439677208354,"T=1"
"437",1.73772897562868,"T=1"
"438",1,"T=1"
"439",1,"T=1"
"440",1,"T=1"
"441",1.78690819190215,"T=1"
"442",1.74990334327526,"T=1"
"443",1,"T=1"
"444",1.75328636412935,"T=1"
"445",1,"T=1"
"446",1.73710335544342,"T=1"
"447",1.73242793421575,"T=1"
"448",1,"T=1"
"449",1.76024916985751,"T=1"
"450",1.740962537652,"T=1"
"451",1.76891130222723,"T=1"
"452",1.76136790090393,"T=1"
"453",1.73293290763899,"T=1"
"454",1.74655858555614,"T=1"
"455",1.75426693191228,"T=1"
"456",1,"T=1"
"457",1.78305032712898,"T=1"
"458",1.75086705932386,"T=1"
"459",1,"T=1"
"460",1.75722513263383,"T=1"
"461",1,"T=1"
"462",1,"T=1"
"463",1.75960343778464,"T=1"
"464",1.75785237656426,"T=1"
"465",1.73917992679514,"T=1"
"466",1,"T=1"
"467",1.76445019691019,"T=1"
"468",1,"T=1"
"469",1.77680499403987,"T=1"
"470",1.750839139536,"T=1"
"471",1,"T=1"
"472",1.74592471037028,"T=1"
"473",1,"T=1"
"474",1.73405180318921,"T=1"
"475",1,"T=1"
"476",1,"T=1"
"477",1,"T=1"
"478",1,"T=1"
"479",1.75907095689781,"T=1"
"480",1.74661335789178,"T=1"
"481",1,"T=1"
"482",1.73222863418361,"T=1"
"483",1,"T=1"
"484",1,"T=1"
"485",1.73949295246097,"T=1"
"486",1,"T=1"
"487",1.73513385874693,"T=1"
"488",1.74390016835415,"T=1"
"489",1.76756011881557,"T=1"
"490",1.7413873676843,"T=1"
"491",1.74954687313433,"T=1"
"492",1,"T=1"
"493",1,"T=1"
"494",1.76725698845779,"T=1"
"495",1.75213421444911,"T=1"
"496",1.75298867438941,"T=1"
"497",1.76979164634586,"T=1"
"498",1,"T=1"
"499",1.7545453986513,"T=1"
"500",1,"T=1"
"501",1,"T=1"
"502",1.742039120497,"T=1"
"503",1.74613968140551,"T=1"
"504",1,"T=1"
"505",1,"T=1"
"506",1,"T=1"
